,Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
5776,2015-01-15,Bombali,Gbanti Kamaranka,Kamaranka,Gbenti Kabapa,,1.0,1.0,Community Elder,Very High,We want malaria medicine.,When will this disease end?,Washing dead bodies.,"no hiding of sick person defaulters pay fine of be 300, 000.",We want pure drinking water.,
5777,2015-01-15,Bombali,Gbanti Kamaranka,Romaneh,Mabasah,,1.0,1.0,Ordinary Citizen,High,Government should stop ebola. Government should open schools.,When will ebola end in this country?,Washing dead bodies. Hand shaking.,no eating of bush meat no touching of the dead,Everyday government is sending people with ebola messages.,They were willing to set up the action plan.
5778,2015-01-15,Bombali,Gbanti Kamaranka,Sakuma,Madineh,,1.0,1.0,Ordinary Citizen,Very High,,When will school re-open? What will SMAC put in place for town heads? When will there be free movemnet? Will there be salary for community grave diggers.,Washing dead bodies. Touching the dead. Visiting people in quarantined houses. Attending community gathering.,"no keeping of strangers in the community 500, 000) no hiding of sick person at home 500, 000) no hand shaking 500, 000) no public gathering (500, 000) no community burial (500, 000)",,
5779,2015-01-15,Bombali,Gbanti Kamaranka,Makomray,Magbafeth,,1.0,1.0,Teacher,Medium,Our movement is restricted. There is no well or tap in our community.,What will government do for school children that had paid their fees before ebola? Why is it that nurses are afraid to treat patients at the health centers.,Touching or washing the dead. Caring for sick people.,no stranger is allowed no hand shaking refer sick people to health centre isolate dead bodies call 117. bikes are not allowed after a :00 P.M.,There should be home for survivors to live for three months after released from the hospital.,They can.
5780,2015-01-15,Bombali,Gbanti Kamaranka,Gbankfay,Majeh,,1.0,1.0,2nd Head Man,Very High,Re-opening of schools.,"If there will be help from government, how can we get it?",caring for sick person. Touching dead body. A health worker caring for sick person without PPEs. Visiting people in quarantined home. Washing dead bodies.,nobody is allowed to pass through the check point without proper documents,,Human resource to run the check point.
5781,2015-01-15,Bombali,Gbanti Kamaranka,Makulon,Mataiye,,1.0,1.0,Ordinary Citizen,Medium,We are asking God to end ebola in this country.,When will there be free movement?,Hand shaking. Touching the dead. Body contact.,no stranger is allowed to stay in the community without the approval of the chief no football playing limited movement,,
5782,2015-01-15,Bombali,Gbanti Kamaranka,Kambia,Mathas,,1.0,1.0,Ordinary Citizen,High,We want anti-malaria drug or vaccine.,When will ebola end? When will schools re-open?,Body contact. Washing the dead. ,no public gathering in the community no strangers are allowed to stay in the community,We want malaria vaccines.,They are willing.
5783,2015-01-15,Bombali,Gbanti Kamaranka,Royima,Rokon,4 weeks or more,1.0,1.0,Ordinary Citizen,Very High,Let the government help the orphans.,,Touching a sick person. Washing the dead. Unprotected.,no keeping of sick people at home no accommodation of strangers no stigmatization,when will schools open,Nobody is brave in the community to tell people to wash their hands regularly.
5784,2015-01-15,Bombali,Gbanti Kamaranka,Royima,Rokon,,1.0,,Ordinary Citizen,Very High,Let the government help the orphans.,,Touching a sick person. Washing the dead. Unprotected.,no keeping of sick people at home no accommodation of strangers no stigmatization,when will schools open,Nobody is brave in the community to tell people to wash their hands regularly.
5785,2015-01-15,Bombali,Gbendembu Ngowahun,Kalangba,Makatey,,1.0,1.0,town chief,High,Isolation,when will ebola end,No eating of bush meat,washing of hands and cleaning of the environment,No support since the isoltion of the community,
5786,2015-01-15,Bombali,Gbendembu Ngowahun,Makiteh,Manjawoh,,1.0,,Youth Leader,Very High,They want to prevent themselves from Ebola.,How to prevent themselves from Ebola?,Body contact,no traditional burial,,
5787,2015-01-15,Bombali,Gbendembu Ngowahun,Tambiama,Mathombaya,,1.0,1.0,Teacher,Medium,,,Hidimg sick person at home.,no hiding of sick person at home,,
5788,2015-01-15,Bombali,Gbendembu Ngowahun,Gbendembu,Forhainhu,,1.0,1.0,Community head,High,To pray frequently so that Ebola can be killed immediately,Are we really going to get rid of Ebola so that we can get freedom of movement?,"Touching sick people in an unprotected manner. Washing, dressing the dead. Attending public gathering",no accommodation of strangers no eating of bush meat hand washing a committee of three people night security,,
5789,2015-01-15,Bombali,Gbendembu Ngowahun,Gbendembu,Forhainhu,,1.0,,Community head,High,To pray frequently so that Ebola can be killed immediately,Are we really going to get rid of Ebola so that we can get freedom of movement?,"Touching sick people in an unprotected manner. Washing, dressing the dead. Attending public gathering",no accommodation of strangers no eating of bush meat hand washing a committee of three people night security,,
5790,2015-01-15,Bombali,Gbendembu Ngowahun,Masongbo,Mabombor,,1.0,1.0,Section Sperker,Very High,They want Ebola to end because no business is running,If their children are sick how are they to care of them,Sexual intercourse. Eating bush meat. Washing dead body. Body contact,ebola task force security mounting of check point community well fencing,,
5791,2015-01-15,Bombali,Gbendembu Ngowahun,Lohindie,Magbano,,1.0,1.0,Ordinary citizen,High,The advent of Ebola has prevented the coomunity from their activities,,Touching the dead. Caring for the sick at home. Visiting funeral.,no public gathering all sick cases must be reported call 117 for suspected cases,,
5792,2015-01-15,Bombali,Gbendembu Ngowahun,Mamaka,Makoikoi,,1.0,1.0,head man,High,They say their produce is not selling like the way it used to because of Ebola.,Will the mobilisers give them bucket so the community people would practise hans washing?,Sleeping with sick people. Washing dead body,no eating of bush meat no accommodation of strangers all sick person should be taken to a health centre .No body contact,EBOLA NOR GO TRY DON BA,
5793,2015-01-15,Bombali,Gbendembu Ngowahun,Madina Loko,Malalas,,1.0,1.0,Youth Leader,High,Our girls are getting pregnant because Ebola has stopped all schools,What distance do I need to keep away from Ebola patience?,Eating of bush meat. Washing of dead body. Caring for sick person at home. Sharing of sharp object,mounting of check point strangers are not allowed,They are discussing that only God can save us from this outbreak,
5794,2015-01-15,Bombali,Gbendembu Ngowahun,Makiteh,Manjawoh,,0.0,1.0,Youth Leader,Very High,They want to prevent themselves from Ebola.,How to prevent themselves from Ebola?,Body contact,no traditional burial,,
5795,2015-01-15,Bombali,Gbendembu Ngowahun,Tanyehun,Ngogbehun,,1.0,1.0,Ordinary citizen,Medium,Lack of health facility,When will Ebola end?,Hand shaking. Visit burial homes,frequent hand washing no hand shaking,They need more information about Ebola.,
5796,2015-01-15,Bombali,Libeisaygahun,Mafonda,Borronka,,1.0,,Head man,Medium,"They need safe drinking water, ",Can ebola be transmted throug sweet. What distance do I need to keep a way from people suspected ebola,Washing of dead bodies.eating of bush meat.hand shanking.eating of bat fruits.No strangers is allowed,no strangers is allowed .No eating of bush meat .No burial visit,The lack of safe drinking water,
5797,2015-01-15,Bombali,Libeisaygahun,Magbaingba,Makarimu,,1.0,1.0,Town head man,Medium,the want ebola to end and school to reopen,There is no net work in our community whate should we do,Washing dead body.body contact.hand shanking,no strangers are allowed .No one should attending a burial,,
5798,2015-01-15,Bombali,Libeisaygahun,Gbonka,Mamankin,,1.0,1.0,Youth Leader,High,the wont ebola to end,After ebola if the governmeny will help them,Eating bush meat,no strangers is allowed in the community,,
5799,2015-01-15,Bombali,Libeisaygahun,Magbaingba,Masetke,,1.0,1.0,Town head man,Medium,,If a pregnant woman misscarry should we coll 117 for burial,7am no entring.strangers are not allowed.No sick person is allowed.no body contact . No eating of bush meat,700a no envying of bikes,N/a,
5800,2015-01-15,Bombali,Libeisaygahun,Simbaya,Mayoranka,,1.0,1.0,Youth Leader,High,"We are not doing business again since government has closed down ""Lumour"" and lock down the roads.",,Body contact. Eating of dead animals,"strangers are not allowed without the knowledge of the headman anu body caught keeping sick person will pay a fine of be 50, 000",,
5801,2015-01-15,Bombali,Libeisaygahun,Mafonda,Borronka,,0.0,1.0,Head man,Medium,"They need safe drinking water, ",Can ebola be transmted throug sweet. What distance do I need to keep a way from people suspected ebola,Washing of dead bodies.eating of bush meat.hand shanking.eating of bat fruits.No strangers is allowed,no strangers is allowed .No eating of bush meat .No burial visit,The lack of safe drinking water,
5802,2015-01-15,Bombali,Makari Gbanti,Punthun,Mabaka Community,,1.0,1.0,Youth,Very High,Ebola has cause their tradition not to exist anymore.,How many minute does the eblola take in the skin of the human body?,Washing th ebody of a dead person.Taking care of a suspected sick person.Eating of wild animals that does not know what kill it.,"no stranger is allowed in the community no community burial .Fr washing of hands ,No hunting of bush meat",,The roed network is not good.
5803,2015-01-15,Bombali,Makari Gbanti,Gborbana,Makoloh,,0.0,1.0,Farmer,Very High,Would ebola done in Sierra Leone.?.How would we prevent out selves from ebola.,When ebola will done?Is any medicin to cure ebola?,"Hand shaking,touchinh sick person,Washing dead body, sexual contact.","no strangers are allowed no keeping of sick person ,No secret society .No hunting .No palm wine tapping",We thank God ebola is about to finished now.,I don‰Ûªt think if they will be able to carry out this action plan.
5804,2015-01-15,Bombali,Makari Gbanti,Thonkoba,Masorie,,1.0,1.0,Youth leader,Very High,Health facility.,What is ebola virus?,"Dead bodies touching,Movement of people.","no social activities ,No community burial","Whar is ebola virus disease, can ebola be transmitted?","They need touch light,battries and food for the task force."
5805,2015-01-15,Bombali,Makari Gbanti,Mankeneh Bana 1,Pam House,2-3 weeks,1.0,1.0,Farmer,High,"They need help from Government to feed their families,becouse now no movement.","Why the calling of 117,can the  ebola be on Goat, and cow.","No eating of bushmeat,sexual intercouse.By eating of fruit that bat have eaten.","no visitor is allowed in the community ,No burial in the community","We need to pray more for the ebola to end, so tha our children can go back to school.",The community people are highly cooperative.
5806,2015-01-15,Bombali,Makari Gbanti,Yainkensa,Robaray Quary,,1.0,1.0,Youths Leader,High,Their concern was government is not protecting the people who are reporting suspected caese of ebola.,The community people where asking if the government is going to supply food in the bombali district like water loo.,"sexual intercouse,and direct body contact is the community key risk of catching ebola.","a fine of be 500, 000 for keeping a stranger or sick person and for any unsafe burial .No example for now",It important to know that the community people are giving assurance to them selves that the ebola virus disease is going to end before the month of march this year.,They are ready to put the action points in action but their family relationship might be one of their abstances. 
5807,2015-01-15,Bombali,Makari Gbanti,Mankeneh Bana 2,Rochain Conteh,,1.0,1.0,Ordinsry citizen,Low,"Closing of institutions,schools and lumors,movement is restirection of movement.",How will the take care of the sick while waiting for the medical team.,"No eating of bushmeat,sexual intercouse.Playing of the vomit or toilet of and ebola patient.",strangers are not allowed no washing of the dead all sick persons should go to the hospital for treatment,,"Soap might be an obstacle,battries for night patrol(monitoring and survelance)."
5808,2015-01-15,Bombali,Makari Gbanti,Mangay Loko,Rogbesseh,4 weeks or more,1.0,1.0,Pastor,Very High,"Practising the prevention of ebola is food,becouse the cases in the country are decreaseing every day.",What will Government put in place for us after ebola?," Ignorance,Movement of peopla,Don‰Ûªt touch dead bodies and.Careing for the sick.","no hiding of sick person strangers are allowed ,No accommodation of strangers",The government should reinforced the laws in the communities so that they will stop to hide the sick.,"Lacko f support from stake holders,technical know how from the community people."
5809,2015-01-15,Bombali,Makari Gbanti,Yankasa 2,Roman Man.,,1.0,1.0,2nd headman,Low,How government will end ebola.,When and how ebola will end.,"Washing dead bodies,Eating bush animals.",no public meeting .No sick person is allowed in the community,To provide them with materials related to ebola.,
5810,2015-01-15,Bombali,Makari Gbanti,Mabanta,Ropama,,0.0,1.0,Farmer,Medium,We have been restricted to go about our normal activities and our crops and vegetables are all spoil,"When ebola will finish, we want government to help us because cost of living is too expensive.","No frequent movement,report all sick person,avoid washing dead bodies,frequent washing of our hands,no attending of burial, no strangers are allowed.","if you attend any burial or wash dead bodies you will pay a sum of 500, 000 as it was stated by the government","All what we planted have been spoil because we were not allowed to move around to do our normal selling,so this is causing hunger for us.",The community people have the capacity to carry on the action plan but they need help.
5811,2015-01-15,Bombali,Makari Gbanti,Masuba,Timbo,,1.0,1.0,Youth,High,The Friday and Sunday prayers that government stop is not good for us.,,Burial of the sick .Careing for the sick.Washinh of the dead.,"no accommodation strangers ,De will pay a fine of be 500, 000. no body is allowed to pass in the compound at night",The stoping of Friday and Sunday prayers., we need Logistics like touch lights and veronica bucket.
5812,2015-01-15,Bombali,Makari Gbanti,Masongbo,Worreh Tabai,,0.0,1.0,Active youth.,Very High,"Restirection of movement.Poor sales of goods, especially vegetable and perishable goods.",When will ebola come to and end.Will ebola virus sustain in the dust?,Washing of dead bodies.Hand shaking.Sexual intercouse.,yes no hiding of the sick .No visitation of funeral homes .No strangers are allowed,The issue of poor harvest and hunger in the community.,"Yes,No touch light and battries for night patrol.No food for task force,soap for hand washing."
5813,2015-01-15,Bombali,Makari Gbanti,Gborbana,Makoloh,,1.0,,Farmer,Very High,Would ebola done in Sierra Leone.?.How would we prevent out selves from ebola.,When ebola will done?Is any medicin to cure ebola?,"Hand shaking,touchinh sick person,Washing dead body, sexual contact.","no strangers are allowed no keeping of sick person ,No secret society .No hunting .No palm wine tapping",We thank God ebola is about to finished now.,I don‰Ûªt think if they will be able to carry out this action plan.
5814,2015-01-15,Bombali,Makari Gbanti,Mankeneh Bana 1,Pam House,,1.0,,Farmer,High,"They need help from Government to feed their families,becouse now no movement.","Why the calling of 117,can the  ebola be on Goat, and cow.","No eating of bushmeat,sexual intercouse.By eating of fruit that bat have eaten.","no visitor is allowed in the community ,No burial in the community","We need to pray more for the ebola to end, so tha our children can go back to school.",The community people are highly cooperative.
5815,2015-01-15,Bombali,Makari Gbanti,Yainkensa,Robaray Quary,,1.0,,Youths Leader,High,Their concern was government is not protecting the people who are reporting suspected caese of ebola.,The community people where asking if the government is going to supply food in the bombali district like water loo.,"sexual intercouse,and direct body contact is the community key risk of catching ebola.","a fine of be 500, 000 for keeping a stranger or sick person and for any unsafe burial .No example for now",It important to know that the community people are giving assurance to them selves that the ebola virus disease is going to end before the month of march this year.,They are ready to put the action points in action but their family relationship might be one of their abstances. 
5816,2015-01-15,Bombali,Makari Gbanti,Mangay Loko,Rogbesseh,,1.0,,Pastor,Very High,"Practising the prevention of ebola is food,becouse the cases in the country are decreaseing every day.",What will Government put in place for us after ebola?," Ignorance,Movement of peopla,Don‰Ûªt touch dead bodies and.Careing for the sick.","no hiding of sick person strangers are allowed ,No accommodation of strangers",The government should reinforced the laws in the communities so that they will stop to hide the sick.,"Lacko f support from stake holders,technical know how from the community people."
5817,2015-01-15,Bombali,Makari Gbanti,Mabanta,Ropama,,1.0,,Farmer,Medium,We have been restricted to go about our normal activities and our crops and vegetables are all spoil,"When ebola will finish, we want government to help us because cost of living is too expensive.","No frequent movement,report all sick person,avoid washing dead bodies,frequent washing of our hands,no attending of burial, no strangers are allowed.","if you attend any burial or wash dead bodies you will pay a sum of 500, 000 as it was stated by the government","All what we planted have been spoil because we were not allowed to move around to do our normal selling,so this is causing hunger for us.",The community people have the capacity to carry on the action plan but they need help.
5818,2015-01-15,Bombali,Makari Gbanti,Masongbo,Worreh Tabai,,1.0,,Active youth.,Very High,"Restirection of movement.Poor sales of goods, especially vegetable and perishable goods.",When will ebola come to and end.Will ebola virus sustain in the dust?,Washing of dead bodies.Hand shaking.Sexual intercouse.,yes no hiding of the sick .No visitation of funeral homes .No strangers are allowed,The issue of poor harvest and hunger in the community.,"Yes,No touch light and battries for night patrol.No food for task force,soap for hand washing."
5819,2015-01-15,Bombali,Paki Massabong,Rosanda,Baka Junction,4 weeks or more,1.0,1.0,Assistance head,Very High,"They have  children who lost their parent qand these children are living with hunger and starvation,",What government will do to help the survivors.,Sick and dead bodies.,"any bike caught overloading should pay a fine of be 200, 000.",,Materials incentives and illeteracy will post a challenge.
5820,2015-01-15,Bombali,Paki Massabong,Rosanda,Baka Junction,,1.0,,Assistance head,Very High,"They have  children who lost their parent qand these children are living with hunger and starvation,",What government will do to help the survivors.,Sick and dead bodies.,"any bike caught overloading should pay a fine of be 200, 000.",,Materials incentives and illeteracy will post a challenge.
5821,2015-01-15,Bombali,Paki Massabong,Bumba,Masuba,,1.0,1.0,CHW,Medium,Sierra Leone to be ebola free.,,Hand shaking is the highest risk of catching ebola.,"frequent hand washing ,No washing of the dead body in the community no body contact ,If any one is caught will pay a fine of be 500, 000",,
5822,2015-01-15,Bombali,Paki Massabong,Mapaki,Rosint,,1.0,1.0,youth,High,Ebola has stoped their children not go to school.,When ebola will end in the country.,"Hosting of strangers,Washing of the dead.","no accommodation of strangers no eating of bush meat no keeping of the sick at home ,Re all death cases to 117",The burial team and the bye laws are saving the lives of the people in the community.,"Financial support and food,."
5823,2015-01-15,Bombali,Safroko Limba,Massapi(Makateh),Kadandan,,1.0,,Section Chief,High,How can they prevent their community from Ebola,"Where did Ebola come from, what help are we going to provide them?",Touching an infected person. Caring for sick who have shown signs. Washing dead body,no hand shaking no hunting no caring for sick at home no burial,,
5824,2015-01-15,Bombali,Safroko Limba,Mabamba,Kagbithor,,0.0,1.0,Youth Leader,High,They are very btter the way the burial team is treating them. They take too much time to come to they place whenever they have death case.,If a room is disinfected with spray for how long one should wait before using it,Body contact. Hand shaking. Eating together with an infected person. Eating bush meat like monkey and baboon. The accommodation of strangers.,check point .Ta force hand washing report all death no accommodation of strangers prevent children to play with unwanted materials,,Touch light
5825,2015-01-15,Bombali,Safroko Limba,Mabamba,Kagbithor,,1.0,,Youth Leader,High,They are very btter the way the burial team is treating them. They take too much time to come to they place whenever they have death case.,If a room is disinfected with spray for how long one should wait before using it,Body contact. Hand shaking. Eating together with an infected person. Eating bush meat like monkey and baboon. The accommodation of strangers.,check point .Ta force hand washing report all death no accommodation of strangers prevent children to play with unwanted materials,,Touch light
5826,2015-01-15,Bombali,Safroko Limba,Kasengbeh,Kakontoyana,,1.0,1.0,Youth Leader,High,They want medical facilities so they can know their status,Are we alone in this fght? When will the fight end?,Eating bush meat. Body contact. Washing dead body that is infected,"no one is allowed to move out of the community to attend burial if any one is caught will pay fie of be 60, 000 within a week",They need medicalfacilities in this community and they also want the government to be thinking about them,
5827,2015-01-15,Bombali,Safroko Limba,Binkolo 2,Kamakaray,,1.0,1.0,Ordinary citizen,High,Let us try to be visiting them often. No one has ever been their for Ebola,Can the mobilisers conitnue to visit them regularly? Can the mobilisers be their saviour in terms of Ebola?,Accommodating strangers  ,no BYE- LAWS HAVE BEEN DEVELOPED in THE COMMUNITY.,We are the first people to enter their community to talk about Ebola. They said they are not friends of Ebola and that they are not going to worry about it.,
5828,2015-01-15,Bombali,Safroko Limba,Kayassie,Kamonkoin 1,,1.0,1.0,Youth Leader,Very High,Their concern is to kick Ebola out of the country,They need help from the governmen t to see that they are free form Ebola,Sleeping out of the community. Body contact. Publick gathering,"no lodging of stranger if not fine of be 500, 000. no keeping of sick person if not fine of be 500, 000. no public gathering if not be 500, 000",The restriction of movement is a prblem  and that has made it difficult for them to afford good food,
5829,2015-01-15,Bombali,Safroko Limba,Binkolo ,Kasengbarian,,1.0,1.0,Ordinary citizen,Low,Life has deteriorated because of Ebola. No schooling.,When will Ebola end? Are we not celebrating Easter day?,Washing dead bodies. Hiding sick person. ,mounting of check point checking for sick people every morning,Supply of buckets and government should do house to house search to removing sick persons,Logistics 
5830,2015-01-15,Bombali,Safroko Limba,Kabonka,Kateneh,,1.0,1.0,Village head,High,Ebola has deprived the community like children not going to school,When will ebola end,Denial that ebola is not real,fine any low breakers cough in hosting visitors,I heard the community discussing about the danger of ebola,
5831,2015-01-15,Bombali,Safroko Limba,Kargbo Ii,Maselleh,,1.0,1.0,Chief,High,,,Washing the body of the dead.,"no washing of dead body no keeping of sick person no community burial defaulters pay fine of be 500, 000.",,They can do it well.
5832,2015-01-15,Bombali,Safroko Limba,Kargbo I,Mayaribo,,1.0,1.0,ordinary citizen,High,We are not happy because there are no ceremonies on the dead.,Why is the burial team not allowing us to perform ceremonies on the dead?,Hand shaking. Body contcat. Eating of bush animals.,no stranger is allowed in the community,We don't like the way the burial team is buring the dead.,They can do it.
5833,2015-01-15,Bombali,Sanda Loko,Manonkoh,Bamio,,1.0,1.0,Chief,High,We will try very hard to prevent ebola from enetering our community.,When will there be zero case in Bombali District.,Body contact. Eating of bush meat. Hand shaking.,no illegal gathering no strangers are allowed,The chief will fine any individual who breaks the bye-laws.,
5834,2015-01-15,Bombali,Sanda Loko,Kindiya,Conakry,,1.0,1.0,Youth Leader,Medium,We want schools tore-open now.,When will ebola end?,"washing and touching dead bodies, taking care of the sick, eating bush meat",no accommodation of strangers in the community,,The people are willing to carry out the action plan.
5835,2015-01-15,Bombali,Sanda Loko,Kamalo,Fandehun,,1.0,1.0,Youth Leader,High,Business and farming activities have been affected.,When will schools re-open?,Body contcat. Touching the dead and sick.,"no stranger no keeping of sick person defaulters pay fine be 500, 000.",We are afraid to drink the water at the community water well.,
5836,2015-01-15,Bombali,Sanda Loko,Rothatha,Kadamba,,1.0,1.0,ordinary citizen,High,when will schools reopen,"what if someone sneezes then touches an item,then someone else touches it,can ebola be contacted like that?",washing a sick person and washing a dead body.,"they should not loge strangers they should not keep sick person at home no fighting no public gathering no playing football they should not touch wash or buried a dead person anyone that disobeyed these laws must pay a fine of leone ,000.",,"yes, rubber bucket and saop to wash hands regularly."
5837,2015-01-15,Bombali,Sanda Loko,Kaindama,Mabanta,,1.0,1.0,Youth Leader,High,"If some one dies or is sick, they should care for him or her.","If a suckling baby is sick, how should te parents care for that baby before taking him/mer to the health center.",Washing the dead. Caring for the sick without protecting yourself.,"no public gathering no stranger is allowed no body contact no and shaking no burying of dead person in the community no eating of dead animal in the community defaulters pay a fine of be 500, 000.",,
5838,2015-01-15,Bombali,Sanda Loko,Robonko,Mareneh,,1.0,1.0,town headman,High,"the restriction of movement has caused more poverty for us,A TBA said ,since ebola threre has been no worshop,no movement,no supply","our children came home before ebola,will it be possible for us to send them back to school?","washing of the dead,taking care of  a effected person",no public gathering regular hand washing no traditional activities,Nothing important.,Availability of veronica rubber.
5839,2015-01-15,Bombali,Sanda Loko,Laminaya Loko,Mayabawah,,1.0,1.0,Youth Leader,High,Whosoever they take to the treatment center is injected to death.,What is the cost of treatment for ebola sick person?,Touching a sick person. Touching a dead body.,public gathering no eating of bush meat no visitor is allowed in the community no touching of dead body,About the coorperation of not allowing stranger in their community.,"I fear, because they have high expectation for money."
5840,2015-01-15,Bombali,Sanda Loko,Kania,Ro-Chain Fulla,,1.0,1.0,ordinary citizen,High,We want the government to support our community.,When will ebola come to an end?,Hand shaking. Public gathering. Through sex. Sneezing. Washing of dead bodies. Caring for sick person.,mounting and running a check point no film show no football playing no disco show grading the community,,They are ready to carry out the action plan.
5841,2015-01-15,Bombali,Sanda Loko,Manathie,Robanka,,1.0,1.0,Teacher,High,We want commnity health center. We want our children to have free education.,When will ebola end?,Touching of dead bodies. Washing dead bodies. Taking care of sick erson. Body contact with another person.,"no stranger is allowed defaulters pat fine of be 500, 000.",We need community water well and community health center.,
5842,2015-01-15,Bombali,Sanda Loko,Robanka,Rochain,,1.0,1.0,Shiek,High,The restricted movement of people from one place to another has caused a lot of problem on our businesses.,What will be the impact of SMAC after ebola would have ended.,Washing of the dead. Touching of the sick. Eating of bush meat. Burial visit. Hand shaking. Body contact. Sexual intercourse.,water well prevention no stranger is allowed nobody is allowed to enter the community after 12: a P.M. taking permission from community authorities before leaving the community for any journey no sick person is allowed no burial visit,,"Network problem, especially to call 117"
5843,2015-01-15,Bombali,Sanda Tendaren,Sandugu(Yankahala),Madina,,1.0,1.0,head man,Very High,,,n,hand washing no stranger is allowed no washing dead bodies .No touching of sick person,,
5844,2015-01-15,Bombali,Sanda Tendaren,Kalangba,Makor,,1.0,1.0,Youth Leader,High,When ebola will end because thjinks are difficult for us,,Hand touching. Washing and touching of sick and dead person.Exchange of tolite with sick person.Hand shaking,no hiding of sick person .No strangers allowed .Wa hands when coming from the farm .No washing and touching of dead person,,
5845,2015-01-15,Bombali,Sanda Tendaren,Rosos,Marampa,,1.0,1.0,Health worker,High,the people are asking if the are going to give then money,schools are going to open this month,No strangers are allowed,keeping sick people .No strangers are allowed,,
5846,2015-01-15,Bombali,Sanda Tendaren,Rogboreh,Maratha,,1.0,1.0,Ordinary citizen,High,to end ebola,if the sick end are we going to know immediately,body contact,no stranger is allowed .Re any sick person,They are very happy to get people to sensintise them about ebola,
5847,2015-01-15,Bombali,Sanda Tendaren,Mateboi,Rokgbonah,,1.0,1.0,Ordinary citizen,Medium,The dressing of a dead woman by the burial team who are all male,How long would the virus live out side human body?,No lodging of strangers who might come from an ebola area. ,no lodging of strangers who might come from an ebola area hand washing abandon strangers from other area,Most of the community people consider the mobilisers to be working for money rather than volunteering,
5848,2015-01-15,Bombali,Sanda Tendaren,Rogbin,Rosinoh,,1.0,1.0,Youth Leader,Medium,,Since the burial team has already protected themselves why the should not takeresponsibility to wash and dress dead body,Body contact,wash hand with soap and water .No body contact,,
5849,2015-01-15,Bombali,Sanda Tendaren,Sendugu,Royama Fula,,1.0,1.0,Ordinary citizen,High,They want Ebola to end now,When will Ebola end?,Eating bush meat.,no strangers allowed no public gathering no eating of bush meat,,
5850,2015-01-15,Bombali,Sella Limba,Mamankoh,Kagboray,,1.0,1.0,Health Worker,High,When schools will re-open.,"When somebody is dead, should we wash the body?",Health worker without PPEs caring for someone who has high fever. Touching the body of somebody who has died.,regular hand washing in the community,,We foresee no obstacles.
5851,2015-01-15,Bombali,Sella Limba,Magbonkanie Ii,Kakamba,,1.0,1.0,Ordinary Citizen,High,,Will there be any provision for people who have other diseases and do not have money to pay for treatment.,Washing the dead.,don a keep sick people refer them to the health centre no stranger is allowed no football activities no hand shaking no gathering no selling of bush meat no washing of the dead regular hand washing calling 117 for any sick or death cases,"No important discussion, becauae no one is allowed to talk during the session.",No obstacles.
5852,2015-01-15,Bombali,Sella Limba,Magbonkanie Ii,Kakamba,,1.0,,Ordinary Citizen,High,,Will there be any provision for people who have other diseases and do not have money to pay for treatment.,Washing the dead.,don a keep sick people refer them to the health centre no stranger is allowed no football activities no hand shaking no gathering no selling of bush meat no washing of the dead regular hand washing calling 117 for any sick or death cases,"No important discussion, becauae no one is allowed to talk during the session.",No obstacles.
5853,2015-01-15,Bombali,Sella Limba,Kayimbor,Kamankay,,1.0,1.0,Youth Leader,High,,,Body contact. Hand shaking with another person. Keeping sick person at home. Attending burial ceremonies.,"strangers are not allowed no hand shaking no keeping sick person at home defaulters pay a fine of be 50, 000.",We want ebola to end now. We are tired of hearing about this disease.,No obstacle to carry out the action plan.
5854,2015-01-15,Bombali,Sella Limba,Kayimbor,Kamankay,,1.0,,Youth Leader,High,,,Body contact. Hand shaking with another person. Keeping sick person at home. Attending burial ceremonies.,"strangers are not allowed no hand shaking no keeping sick person at home defaulters pay a fine of be 50, 000.",We want ebola to end now. We are tired of hearing about this disease.,No obstacle to carry out the action plan.
5855,2015-01-15,Bombali,Sella Limba,Samiya,Kamulay,,1.0,1.0,Youth Leader,High,We do not have free movement.,When will our children start attending school?,Touching the dead.,"frequent hand washing no hunting of bush animals law breakers pay fine of be 500, 000",,
5856,2015-01-15,Bombali,Sella Limba,Kamakwie,Kathumpeh,,1.0,1.0,Pastor ,Very High,We want the task force to put more effort.,Why admitted patients are still buried as ebola? ,Touching the sick.,no public gathering no keeping of sick people at home no lodging of strangers,Why is it that even other patients are buried like ebola patients.,They have the capabilities.
5857,2015-01-15,Bonthe,Benducha,Sokenteh,Bominde,,1.0,1.0,Youth Leader,Low,They are surffering from hunger,WHY ebola not having proper cure?,Body contact with people,shaking of hands is liable to a fine of fifty thousand leones,The need for free education,poor communication network
5858,2015-01-15,Bonthe,Benducha,Yalmabokie,Mosimbo,,1.0,1.0,Youthleader,High,Ebola has made them  poorer,If the chlorine has finished what will they do?,The should not take care of sick persons,no acceptance of strangers,Disturbing schooling,More education about ebola.
5859,2015-01-15,Bonthe,Bonthe Municipal,Bonthe Town,Domboko,,1.0,1.0,Youth Leader,Very High,Shortage of food since there is no movement,Why really no vaccince for Ebola?,"Body contact, Eating bush meat , Unprotected","acceptance of dignified burial ,No accommodation of strangers",Food shortage and expensive in food items,Poor net work coverage especially in the Island
