 0 freq rank
hokes 50451 9.31493674016155e-08 64384.5
dibasic 50451 9.31493674016155e-08 64384.5
overprotected 50450 9.314752106819492e-08 64386.0
tantalize 50448 9.314382840135377e-08 64387.0
optimises 50443 9.313459673425086e-08 64388.0
mandrill 50442 9.31327504008303e-08 64389.0
plautus 50440 9.312905773398913e-08 64390.0
manicuring 50437 9.31235187337274e-08 64391.0
talky 50436 9.312167240030682e-08 64392.5
rustics 50436 9.312167240030682e-08 64392.5
striations 50435 9.311982606688624e-08 64395.0
inanity 50435 9.311982606688624e-08 64395.0
haircutting 50435 9.311982606688624e-08 64395.0
embayment 50423 9.30976700658393e-08 64397.0
mentalities 50422 9.309582373241872e-08 64398.0
infantilism 50421 9.309397739899813e-08 64399.0
agma 50420 9.309213106557756e-08 64400.0
purposeless 50419 9.309028473215698e-08 64401.0
paintbrushes 50416 9.308474573189525e-08 64402.0
skirmishers 50409 9.307182139795119e-08 64403.0
likening 50405 9.306443606426888e-08 64404.0
contextualize 50404 9.30625897308483e-08 64405.0
hypotonic 50400 9.305520439716599e-08 64406.0
endocardial 50399 9.30533580637454e-08 64407.0
sacajawea 50395 9.304597273006309e-08 64408.0
drumhead 50393 9.304228006322193e-08 64409.0
avifauna 50388 9.303304839611905e-08 64410.0
differentiability 50387 9.303120206269846e-08 64411.0
gobbledygook 50383 9.302381672901615e-08 64412.0
adduction 50381 9.302012406217499e-08 64413.0
flinching 50375 9.300904606165152e-08 64414.0
trumpeters 50372 9.300350706138979e-08 64415.0
unshared 50368 9.299612172770747e-08 64416.0
czestochowa 50364 9.298873639402515e-08 64417.0
catechists 50357 9.29758120600811e-08 64418.0
ingroup 50355 9.297211939323994e-08 64419.0
assort 50353 9.296842672639879e-08 64420.0
carryall 50349 9.296104139271647e-08 64421.0
pends 50346 9.295550239245474e-08 64422.0
peplum 50339 9.294257805851069e-08 64423.0
kalevala 50336 9.293703905824895e-08 64424.0
sori 50334 9.29333463914078e-08 64425.0
disbelieved 50333 9.293150005798721e-08 64426.0
babbles 50322 9.291119039036084e-08 64427.0
prised 50318 9.290380505667854e-08 64428.0
monocoque 50316 9.290011238983737e-08 64429.0
fibroma 50315 9.28982660564168e-08 64430.0
metalhead 50310 9.28890343893139e-08 64431.0
bivalent 50307 9.288349538905217e-08 64432.0
tableland 50304 9.287795638879043e-08 64433.0
huckster 50298 9.286687838826696e-08 64434.0
televising 50297 9.286503205484638e-08 64435.0
croquettes 50293 9.285764672116407e-08 64436.0
fiefdom 50287 9.284656872064059e-08 64437.0
cliburn 50270 9.281518105249076e-08 64438.0
titrations 50269 9.281333471907018e-08 64439.5
revile 50269 9.281333471907018e-08 64439.5
unselfishness 50267 9.280964205222902e-08 64441.0
sycophants 50263 9.28022567185467e-08 64442.0
undistorted 50262 9.280041038512612e-08 64443.0
sycophant 50261 9.279856405170555e-08 64444.0
burrowed 50260 9.279671771828497e-08 64445.0
prussians 50256 9.278933238460265e-08 64446.5
buttercups 50256 9.278933238460265e-08 64446.5
homegirl 50255 9.278748605118207e-08 64448.0
paresis 50254 9.27856397177615e-08 64449.0
footfall 50252 9.278194705092033e-08 64450.0
marmots 50250 9.277825438407918e-08 64451.0
bagman 50248 9.277456171723803e-08 64452.0
egoist 50245 9.27690227169763e-08 64453.0
gabo 50241 9.276163738329398e-08 64454.5
cowman 50241 9.276163738329398e-08 64454.5
choosers 50239 9.275794471645281e-08 64456.0
refractions 50226 9.27339423819853e-08 64457.0
shuttlecocks 50225 9.273209604856472e-08 64458.5
sherds 50225 9.273209604856472e-08 64458.5
petrographic 50223 9.272840338172356e-08 64460.5
nanook 50223 9.272840338172356e-08 64460.5
libyans 50222 9.272655704830298e-08 64462.0
devaluing 50216 9.271547904777951e-08 64463.0
cajoled 50208 9.270070838041487e-08 64464.0
understates 50205 9.269516938015314e-08 64465.0
emotes 50200 9.268593771305025e-08 64466.5
copts 50200 9.268593771305025e-08 64466.5
phenotypically 50199 9.268409137962967e-08 64468.0
derailing 50190 9.266747437884446e-08 64469.0
rapallo 50188 9.26637817120033e-08 64470.0
neuroticism 50185 9.265824271174156e-08 64471.0
sublimely 50183 9.265455004490041e-08 64473.0
destructible 50183 9.265455004490041e-08 64473.0
astutely 50183 9.265455004490041e-08 64473.0
minuets 50178 9.264531837779752e-08 64475.5
carducci 50178 9.264531837779752e-08 64475.5
mesentery 50177 9.264347204437694e-08 64477.0
tiepolo 50176 9.264162571095636e-08 64478.5
sedating 50176 9.264162571095636e-08 64478.5
tribunes 50174 9.26379330441152e-08 64480.0
kraal 50172 9.263424037727405e-08 64481.0
whizzed 50163 9.261762337648883e-08 64482.5
bludgeoned 50163 9.261762337648883e-08 64482.5
socked 50161 9.261393070964768e-08 64484.5
mersin 50161 9.261393070964768e-08 64484.5
dugouts 50159 9.261023804280653e-08 64486.0
johore 50152 9.259731370886247e-08 64487.0
nanobot 50151 9.259546737544189e-08 64488.0
defeasible 50146 9.2586235708339e-08 64489.0
kuroshio 50138 9.257146504097437e-08 64490.0
semitone 50137 9.25696187075538e-08 64491.0
hoofer 50134 9.256407970729205e-08 64492.5
airings 50134 9.256407970729205e-08 64492.5
semigloss 50127 9.255115537334801e-08 64494.5
alyssum 50127 9.255115537334801e-08 64494.5
avulsion 50124 9.254561637308627e-08 64496.0
multitudinous 50122 9.254192370624511e-08 64497.0
javelins 50121 9.254007737282454e-08 64498.0
fishhook 50104 9.25086897046747e-08 64499.0
jobbing 50095 9.249207270388949e-08 64500.0
advertorials 50094 9.249022637046891e-08 64501.0
okayed 50093 9.248838003704832e-08 64502.0
foreclosing 50091 9.248468737020717e-08 64503.0
subjectivism 50089 9.248099470336602e-08 64504.0
peris 50088 9.247914836994544e-08 64505.0
penology 50071 9.24477607017956e-08 64506.0
tampax 50069 9.244406803495444e-08 64507.0
saharanpur 50068 9.244222170153386e-08 64508.0
beatific 50056 9.242006570048692e-08 64509.0
backings 50050 9.240898769996345e-08 64510.0
prognostication 50047 9.240344869970171e-08 64511.0
bigness 50038 9.23868316989165e-08 64512.0
hengelo 50036 9.238313903207534e-08 64513.0
innerspring 50033 9.23776000318136e-08 64514.0
bollworm 50021 9.235544403076666e-08 64515.0
artificiality 50020 9.235359769734608e-08 64516.0
fortuitously 50017 9.234805869708435e-08 64517.0
incenses 50016 9.234621236366378e-08 64518.0
pizzerias 50011 9.233698069656087e-08 64519.0
langland 50010 9.233513436314029e-08 64520.0
parrotfish 50003 9.232221002919625e-08 64521.0
totalizing 50002 9.232036369577567e-08 64523.5
kwangju 50002 9.232036369577567e-08 64523.5
jeering 50002 9.232036369577567e-08 64523.5
contractible 50002 9.232036369577567e-08 64523.5
photomicrographs 50000 9.231667102893452e-08 64526.0
cobbett 49996 9.23092856952522e-08 64527.0
integument 49994 9.230559302841103e-08 64528.0
maltreated 49990 9.229820769472873e-08 64529.5
chaperon 49990 9.229820769472873e-08 64529.5
consorts 49989 9.229636136130814e-08 64531.0
recomb 49987 9.229266869446699e-08 64532.0
intervale 49986 9.229082236104641e-08 64533.0
teide 49985 9.228897602762583e-08 64535.0
nattering 49985 9.228897602762583e-08 64535.0
faceting 49985 9.228897602762583e-08 64535.0
embezzling 49984 9.228712969420526e-08 64537.0
obviating 49983 9.228528336078467e-08 64538.0
coveting 49978 9.227605169368177e-08 64539.0
octopuses 49973 9.226682002657889e-08 64540.0
lippy 49972 9.22649736931583e-08 64541.0
ogling 49971 9.226312735973773e-08 64542.5
goads 49971 9.226312735973773e-08 64542.5
cosigner 49963 9.22483566923731e-08 64544.0
fuchsias 49950 9.222435435790557e-08 64545.0
atrophied 49941 9.220773735712037e-08 64546.0
causer 49940 9.220589102369978e-08 64547.0
retells 49937 9.220035202343805e-08 64548.0
twirls 49935 9.21966593565969e-08 64549.0
respecter 49933 9.219296668975574e-08 64550.0
malar 49930 9.218742768949401e-08 64551.0
bolivares 49923 9.217450335554995e-08 64552.0
bromate 49922 9.217265702212937e-08 64553.0
leavening 49921 9.217081068870879e-08 64554.0
quarantining 49918 9.216527168844705e-08 64555.5
photomontage 49918 9.216527168844705e-08 64555.5
pyrolytic 49916 9.21615790216059e-08 64557.0
churlish 49904 9.213942302055896e-08 64558.0
fantasias 49897 9.21264986866149e-08 64559.0
treasonable 49895 9.212280601977375e-08 64560.0
thermosphere 49890 9.211357435267085e-08 64561.0
stowing 49889 9.211172801925027e-08 64562.5
saxifrage 49889 9.211172801925027e-08 64562.5
anomalously 49883 9.21006500187268e-08 64564.0
cranach 49881 9.209695735188565e-08 64565.0
dysuria 49873 9.208218668452101e-08 64566.0
warbles 49867 9.207110868399754e-08 64567.5
celesta 49867 9.207110868399754e-08 64567.5
australopithecus 49859 9.205633801663292e-08 64569.0
twinkled 49857 9.205264534979175e-08 64570.5
transoceanic 49857 9.205264534979175e-08 64570.5
latecomers 49851 9.204156734926828e-08 64572.0
reconnects 49850 9.203972101584771e-08 64573.0
antrum 49846 9.203233568216539e-08 64574.0
chides 49843 9.202679668190366e-08 64575.0
bozos 49842 9.202495034848307e-08 64576.0
svengali 49841 9.202310401506249e-08 64577.5
altaic 49841 9.202310401506249e-08 64577.5
whooped 49839 9.201941134822134e-08 64579.0
unladen 49838 9.201756501480076e-08 64580.5
ovules 49838 9.201756501480076e-08 64580.5
brittleness 49836 9.20138723479596e-08 64582.0
baggers 49833 9.200833334769787e-08 64583.0
swindled 49826 9.199540901375382e-08 64584.0
immutability 49820 9.198433101323034e-08 64585.0
remapped 49815 9.197509934612746e-08 64586.0
homonym 49814 9.197325301270687e-08 64587.0
tobogganing 49812 9.196956034586572e-08 64588.0
quaffing 49810 9.196586767902456e-08 64589.0
primatology 49794 9.19363263442953e-08 64590.5
lamartine 49794 9.19363263442953e-08 64590.5
ridicules 49793 9.193448001087473e-08 64592.0
transgressing 49787 9.192340201035124e-08 64593.0
hydroelectricity 49782 9.191417034324836e-08 64594.0
ureters 49774 9.189939967588373e-08 64596.0
prideful 49774 9.189939967588373e-08 64596.0
hypnotizing 49774 9.189939967588373e-08 64596.0
grouted 49763 9.187909000825736e-08 64598.5
gracchus 49763 9.187909000825736e-08 64598.5
pegmatite 49762 9.187724367483678e-08 64600.0
leverhulme 49759 9.187170467457504e-08 64601.0
legitimise 49752 9.185878034063099e-08 64602.0
sidestepping 49750 9.185508767378984e-08 64603.0
undine 49746 9.184770234010752e-08 64604.0
criollo 49743 9.184216333984578e-08 64605.0
timorous 49737 9.183108533932231e-08 64606.0
acridine 49735 9.182739267248116e-08 64607.0
reciprocation 49734 9.182554633906058e-08 64608.0
hybridity 49725 9.180892933827537e-08 64609.0
tribesman 49723 9.180523667143422e-08 64610.0
cockeyed 49717 9.179415867091074e-08 64611.0
ensnare 49715 9.179046600406958e-08 64612.0
unionised 49713 9.178677333722843e-08 64613.0
axeman 49710 9.17812343369667e-08 64614.0
nonpareil 49709 9.177938800354611e-08 64615.0
sames 49702 9.176646366960206e-08 64616.0
quadrics 49696 9.175538566907859e-08 64617.5
jujube 49696 9.175538566907859e-08 64617.5
viscometer 49685 9.173507600145222e-08 64619.0
unspectacular 49684 9.173322966803165e-08 64620.0
horniest 49674 9.171476633382586e-08 64621.0
spurted 49672 9.17110736669847e-08 64622.5
chatterley 49672 9.17110736669847e-08 64622.5
umbral 49671 9.170922733356412e-08 64624.0
quarrelled 49670 9.170738100014354e-08 64625.5
beggarly 49670 9.170738100014354e-08 64625.5
sutured 49668 9.170368833330239e-08 64627.0
slithered 49665 9.169814933304065e-08 64628.0
subordinating 49661 9.169076399935833e-08 64629.0
boysenberry 49658 9.16852249990966e-08 64630.0
recommitted 49657 9.168337866567602e-08 64631.0
loathes 49655 9.167968599883486e-08 64632.0
fetishists 49654 9.167783966541428e-08 64633.0
nonconformance 49636 9.164460566384387e-08 64634.0
toupees 49632 9.163722033016155e-08 64635.0
mutineers 49627 9.162798866305866e-08 64636.0
retitled 49624 9.162244966279693e-08 64637.0
gambetta 49623 9.162060332937634e-08 64638.0
subsidisation 49611 9.15984473283294e-08 64639.0
overbooking 49610 9.159660099490882e-08 64640.5
fascinations 49610 9.159660099490882e-08 64640.5
unhesitatingly 49605 9.158736932780593e-08 64642.0
infesting 49603 9.158367666096477e-08 64643.0
zenger 49596 9.157075232702071e-08 64644.0
scads 49595 9.156890599360014e-08 64645.0
tangiers 49588 9.155598165965609e-08 64646.5
oleate 49588 9.155598165965609e-08 64646.5
advisees 49583 9.15467499925532e-08 64648.0
unconformity 49582 9.154490365913262e-08 64649.0
treacherously 49578 9.15375183254503e-08 64650.0
alfieri 49571 9.152459399150625e-08 64651.0
rathe 49569 9.15209013246651e-08 64652.0
jespersen 49568 9.151905499124451e-08 64653.5
colluding 49568 9.151905499124451e-08 64653.5
aiguille 49567 9.151720865782394e-08 64655.0
diastole 49564 9.15116696575622e-08 64656.0
mandibles 49562 9.150797699072104e-08 64657.0
ridiculousness 49560 9.150428432387989e-08 64658.0
vomits 49557 9.149874532361815e-08 64659.0
piperidine 49549 9.148397465625352e-08 64660.0
changeovers 49547 9.148028198941237e-08 64661.0
prus 49545 9.14765893225712e-08 64662.0
miked 49541 9.14692039888889e-08 64663.5
bicarbonates 49541 9.14692039888889e-08 64663.5
kirghizia 49536 9.1459972321786e-08 64665.0
skittle 49532 9.145258698810369e-08 64666.0
aforethought 49524 9.143781632073905e-08 64667.0
nonparticipating 49518 9.142673832021558e-08 64668.5
lollypop 49518 9.142673832021558e-08 64668.5
sillier 49508 9.14082749860098e-08 64670.0
submariners 49507 9.140642865258921e-08 64671.0
reevaluating 49502 9.139719698548632e-08 64672.0
disengaging 49497 9.138796531838344e-08 64673.0
jibes 49492 9.137873365128053e-08 64674.0
stonemason 49484 9.136396298391591e-08 64675.5
smectic 49484 9.136396298391591e-08 64675.5
ytterbium 49483 9.136211665049533e-08 64677.0
conflate 49479 9.135473131681301e-08 64678.0
gasohol 49476 9.134919231655127e-08 64679.0
yurts 49475 9.134734598313069e-08 64680.0
sandakan 49474 9.134549964971012e-08 64681.0
jato 49472 9.134180698286896e-08 64682.0
stoat 49468 9.133442164918665e-08 64683.0
xanthus 49464 9.132703631550433e-08 64684.5
semele 49464 9.132703631550433e-08 64684.5
chanterelle 49462 9.132334364866318e-08 64686.0
kielce 49461 9.13214973152426e-08 64687.0
discredits 49453 9.130672664787796e-08 64688.0
disassociated 49442 9.12864169802516e-08 64689.0
moping 49439 9.128087797998987e-08 64690.0
dagwood 49434 9.127164631288697e-08 64691.0
thees 49427 9.125872197894293e-08 64692.0
titrate 49426 9.125687564552234e-08 64693.0
unscrewed 49422 9.124949031184003e-08 64694.0
synchronism 49420 9.124579764499887e-08 64695.5
concreteness 49420 9.124579764499887e-08 64695.5
humidified 49417 9.124025864473714e-08 64697.0
obviated 49416 9.123841231131656e-08 64698.5
cretins 49416 9.123841231131656e-08 64698.5
roue 49415 9.123656597789597e-08 64700.0
kingpins 49412 9.123102697763424e-08 64701.0
hassling 49411 9.122918064421367e-08 64702.0
switcheroo 49406 9.121994897711077e-08 64703.0
carnap 49405 9.121810264369018e-08 64704.0
junipers 49403 9.121440997684903e-08 64705.0
oligopolistic 49402 9.121256364342845e-08 64706.0
contextualization 49401 9.121071731000788e-08 64707.0
paginate 49391 9.119225397580209e-08 64708.0
lunettes 49378 9.116825164133457e-08 64709.0
pirandello 49375 9.116271264107283e-08 64710.0
slaty 49371 9.115532730739051e-08 64711.0
existentially 49368 9.114978830712878e-08 64712.0
blare 49365 9.114424930686704e-08 64713.0
carbamates 49364 9.114240297344646e-08 64714.0
pooka 49363 9.114055664002589e-08 64715.0
fumigants 49359 9.113317130634357e-08 64716.0
wides 49358 9.113132497292299e-08 64717.0
sofar 49346 9.110916897187605e-08 64718.5
omnivores 49346 9.110916897187605e-08 64718.5
piton 49345 9.110732263845546e-08 64720.5
britishness 49345 9.110732263845546e-08 64720.5
endemics 49344 9.11054763050349e-08 64722.0
sequently 49343 9.110362997161431e-08 64723.0
sullenly 49342 9.110178363819373e-08 64724.0
mulley 49340 9.109809097135258e-08 64725.0
inflammations 49338 9.109439830451141e-08 64726.0
evilly 49328 9.107593497030564e-08 64727.0
breastbone 49319 9.105931796952042e-08 64728.0
bulldoze 49313 9.104823996899695e-08 64729.0
peaty 49312 9.104639363557638e-08 64730.0
weathermen 49310 9.104270096873521e-08 64731.5
stewardesses 49310 9.104270096873521e-08 64731.5
yaws 49303 9.102977663479116e-08 64733.0
oppressions 49301 9.102608396795e-08 64734.0
steadier 49286 9.099838896664133e-08 64735.5
nuthatches 49286 9.099838896664133e-08 64735.5
sheepskins 49284 9.099469629980016e-08 64737.0
trebled 49277 9.098177196585612e-08 64738.0
antipasti 49276 9.097992563243554e-08 64739.0
rebuts 49274 9.097623296559439e-08 64740.0
splanchnic 49273 9.09743866321738e-08 64742.0
populists 49273 9.09743866321738e-08 64742.0
demurred 49273 9.09743866321738e-08 64742.0
conciliate 49272 9.097254029875322e-08 64744.0
clausal 49271 9.097069396533265e-08 64745.0
hypothermic 49270 9.096884763191207e-08 64746.0
subtropics 49266 9.096146229822975e-08 64747.0
microcephaly 49263 9.095592329796802e-08 64748.0
repatriating 49260 9.095038429770628e-08 64749.0
typha 49249 9.093007463007991e-08 64750.0
experimentalists 49248 9.092822829665934e-08 64751.0
ransomed 49246 9.092453562981817e-08 64752.0
bandsaws 49245 9.09226892963976e-08 64753.0
sobers 49243 9.091899662955644e-08 64754.0
anhydrite 49242 9.091715029613587e-08 64755.0
ratcheted 49239 9.091161129587413e-08 64756.0
tindal 49237 9.090791862903297e-08 64757.0
petronius 49233 9.090053329535065e-08 64758.0
nullifies 49232 9.089868696193008e-08 64759.0
scrunched 49225 9.088576262798603e-08 64760.0
bedchamber 49222 9.088022362772429e-08 64761.0
underactive 49218 9.087283829404197e-08 64762.5
footnoted 49218 9.087283829404197e-08 64762.5
chevaliers 49216 9.086914562720082e-08 64764.0
kuznets 49214 9.086545296035965e-08 64765.0
valved 49207 9.085252862641561e-08 64766.0
crackpots 49203 9.08451432927333e-08 64767.0
unconstitutionality 49202 9.084329695931271e-08 64768.0
theodolite 49201 9.084145062589213e-08 64769.0
spectrograms 49192 9.082483362510692e-08 64770.0
reprocess 49189 9.081929462484519e-08 64771.0
unrounded 49187 9.081560195800404e-08 64772.5
pawnshops 49187 9.081560195800404e-08 64772.5
upholsterer 49185 9.081190929116288e-08 64774.0
roughs 49184 9.08100629577423e-08 64775.0
impugn 49180 9.080267762405998e-08 64776.5
gaspe 49180 9.080267762405998e-08 64776.5
testings 49164 9.077313628933072e-08 64778.0
schweinfurt 49163 9.077128995591014e-08 64779.0
greeny 49161 9.076759728906899e-08 64780.0
intercommunication 49160 9.07657509556484e-08 64781.0
coelacanth 49158 9.076205828880725e-08 64782.0
defiler 49157 9.076021195538667e-08 64783.0
intestacy 49155 9.075651928854552e-08 64784.0
unstimulated 49154 9.075467295512493e-08 64785.0
sandbanks 49152 9.075098028828378e-08 64786.0
constructible 49151 9.07491339548632e-08 64787.0
drawled 49149 9.074544128802205e-08 64788.0
mobilizations 49148 9.074359495460146e-08 64789.0
redistributes 49145 9.073805595433973e-08 64790.5
entwine 49145 9.073805595433973e-08 64790.5
matriarchy 49144 9.073620962091915e-08 64792.0
edessa 49138 9.072513162039568e-08 64793.0
florins 49125 9.070112928592815e-08 64794.0
assimilates 49123 9.0697436619087e-08 64795.0
crapping 49117 9.068635861856353e-08 64796.0
unattributed 49109 9.067158795119889e-08 64797.0
homesteader 49106 9.066604895093716e-08 64799.0
hollowing 49106 9.066604895093716e-08 64799.0
chian 49106 9.066604895093716e-08 64799.0
dorsally 49102 9.065866361725485e-08 64801.0
tagus 49088 9.063281494936675e-08 64802.0
eolian 49087 9.063096861594616e-08 64803.0
lydian 49086 9.062912228252559e-08 64804.0
panoptic 49077 9.061250528174037e-08 64805.0
countersink 49069 9.059773461437575e-08 64806.0
pantomimes 49064 9.058850294727286e-08 64807.0
overshooting 49061 9.058296394701111e-08 64808.0
internalised 49060 9.058111761359054e-08 64809.5
enugu 49060 9.058111761359054e-08 64809.5
mongoloid 49059 9.057927128016996e-08 64811.0
makassar 49055 9.057188594648764e-08 64812.0
swatter 49046 9.055526894570244e-08 64813.5
clerked 49046 9.055526894570244e-08 64813.5
debiting 49044 9.055157627886129e-08 64815.0
defeatism 49039 9.054234461175838e-08 64816.0
romanic 49038 9.054049827833781e-08 64817.0
pergolesi 49026 9.051834227729086e-08 64818.0
rescinds 49016 9.049987894308508e-08 64819.0
volar 49012 9.049249360940277e-08 64820.0
launderers 49009 9.048695460914103e-08 64821.0
ugric 49006 9.04814156088793e-08 64822.0
thermodynamically 49001 9.04721839417764e-08 64823.0
trailways 49000 9.047033760835583e-08 64824.0
beiderbecke 48995 9.046110594125292e-08 64825.0
neoclassicism 48991 9.04537206075706e-08 64826.0
xeroderma 48989 9.045002794072945e-08 64827.0
imputing 48988 9.044818160730887e-08 64828.0
zeist 48987 9.04463352738883e-08 64829.0
negligee 48986 9.044448894046772e-08 64830.5
endowing 48986 9.044448894046772e-08 64830.5
delphic 48985 9.044264260704714e-08 64832.0
villous 48983 9.043894994020598e-08 64833.0
schleiermacher 48979 9.043156460652366e-08 64834.5
degaussing 48979 9.043156460652366e-08 64834.5
menotti 48978 9.04297182731031e-08 64836.0
hypomania 48975 9.042417927284135e-08 64837.0
spangles 48974 9.042233293942078e-08 64838.0
uplifts 48967 9.040940860547672e-08 64839.0
beatniks 48963 9.04020232717944e-08 64840.0
puerperium 48961 9.039833060495325e-08 64841.0
bobolink 48960 9.039648427153267e-08 64842.0
redundantly 48959 9.039463793811209e-08 64843.0
irreg 48956 9.038909893785035e-08 64844.0
homeboys 48949 9.037617460390631e-08 64845.0
modals 48932 9.034478693575647e-08 64846.0
homophones 48929 9.033924793549473e-08 64847.0
udders 48925 9.033186260181242e-08 64848.0
renege 48922 9.032632360155068e-08 64849.0
forager 48921 9.03244772681301e-08 64850.0
androgyny 48920 9.032263093470953e-08 64851.0
nagged 48917 9.031709193444779e-08 64852.0
servia 48913 9.030970660076547e-08 64853.5
disunion 48913 9.030970660076547e-08 64853.5
shepherdess 48911 9.030601393392432e-08 64855.0
seljuk 48909 9.030232126708316e-08 64856.0
protractors 48907 9.0298628600242e-08 64857.0
bardeen 48896 9.027831893261563e-08 64858.0
modulatory 48891 9.026908726551274e-08 64859.0
flem 48890 9.026724093209216e-08 64860.0
parlayed 48889 9.026539459867158e-08 64861.0
infielders 48884 9.025616293156869e-08 64862.0
intension 48882 9.025247026472754e-08 64863.0
rueful 48872 9.023400693052175e-08 64864.0
trickiest 48868 9.022662159683943e-08 64865.0
barranca 48849 9.019154126184844e-08 64866.0
relives 48845 9.018415592816612e-08 64867.0
smugness 48841 9.017677059448381e-08 64868.0
rawness 48835 9.016569259396033e-08 64869.5
bunuel 48835 9.016569259396033e-08 64869.5
foreseeability 48833 9.016199992711918e-08 64871.0
chloramine 48826 9.014907559317512e-08 64872.0
garlicky 48817 9.013245859238992e-08 64873.0
holmium 48802 9.010476359108124e-08 64874.0
yemenite 48800 9.010107092424008e-08 64875.0
zanuck 48798 9.009737825739892e-08 64876.0
endemism 48794 9.00899929237166e-08 64877.0
secateurs 48793 9.008814659029604e-08 64878.0
collimating 48779 9.006229792240793e-08 64879.0
exploitive 48778 9.006045158898735e-08 64880.0
unbending 48771 9.00475272550433e-08 64881.0
tuns 48765 9.003644925451982e-08 64882.0
shovelhead 48763 9.003275658767867e-08 64883.0
congregating 48762 9.003091025425809e-08 64884.0
derivational 48751 9.001060058663173e-08 64885.0
antipode 48750 9.000875425321115e-08 64886.0
nonclinical 48747 9.000321525294941e-08 64887.0
hayrides 48732 8.997552025164073e-08 64888.0
dignify 48723 8.995890325085553e-08 64889.5
custards 48723 8.995890325085553e-08 64889.5
equinoctial 48721 8.995521058401436e-08 64891.0
rebutting 48720 8.995336425059379e-08 64892.0
railroaded 48715 8.994413258349089e-08 64893.0
reshuffling 48713 8.994043991664974e-08 64894.0
potholders 48712 8.993859358322916e-08 64895.0
lobectomy 48711 8.993674724980857e-08 64896.0
varuna 48710 8.9934900916388e-08 64897.5
passerines 48710 8.9934900916388e-08 64897.5
swagman 48705 8.99256692492851e-08 64899.5
enology 48705 8.99256692492851e-08 64899.5
mouthy 48704 8.992382291586453e-08 64901.0
apollinaire 48700 8.991643758218222e-08 64902.0
allocatable 48698 8.991274491534105e-08 64903.0
inheritor 48697 8.991089858192048e-08 64904.0
tarried 48692 8.990166691481758e-08 64905.5
dickensian 48692 8.990166691481758e-08 64905.5
remorseless 48689 8.989612791455584e-08 64907.5
englishes 48689 8.989612791455584e-08 64907.5
disputations 48688 8.989428158113527e-08 64909.0
millivolt 48686 8.989058891429411e-08 64910.0
rowlandson 48685 8.988874258087354e-08 64911.0
yardmaster 48680 8.987951091377064e-08 64912.0
apennines 48679 8.987766458035005e-08 64913.0
reactivating 48677 8.98739719135089e-08 64914.5
drys 48677 8.98739719135089e-08 64914.5
numbingly 48672 8.986474024640601e-08 64916.0
underachiever 48651 8.982596724457385e-08 64917.0
chordates 48644 8.98130429106298e-08 64918.0
lengthier 48639 8.980381124352691e-08 64919.0
redoubtable 48637 8.980011857668576e-08 64920.0
charterers 48632 8.979088690958286e-08 64921.0
virchow 48630 8.978719424274171e-08 64922.0
scuttling 48619 8.976688457511534e-08 64923.0
meditational 48616 8.97613455748536e-08 64924.0
vanillin 48613 8.975580657459186e-08 64925.0
headbutt 48612 8.975396024117128e-08 64926.0
natation 48607 8.97447285740684e-08 64927.0
biplanes 48605 8.974103590722724e-08 64928.0
antechamber 48604 8.973918957380666e-08 64929.0
evader 48600 8.973180424012434e-08 64930.0
seasonable 48597 8.97262652398626e-08 64931.5
eviscerated 48597 8.97262652398626e-08 64931.5
tsars 48591 8.971518723933913e-08 64933.0
tilth 48587 8.970780190565682e-08 64934.0
trolleybus 48586 8.970595557223625e-08 64935.5
stereotypically 48586 8.970595557223625e-08 64935.5
unplaced 48582 8.969857023855393e-08 64937.0
grazers 48574 8.968379957118929e-08 64938.0
comports 48569 8.96745679040864e-08 64939.0
platina 48563 8.966348990356293e-08 64940.0
tucuman 48555 8.96487192361983e-08 64941.0
rebinding 48547 8.963394856883367e-08 64942.0
shekinah 48546 8.963210223541309e-08 64943.5
grimacing 48546 8.963210223541309e-08 64943.5
broadleaved 48544 8.962840956857194e-08 64945.0
sqq 48542 8.962471690173077e-08 64946.0
ravish 48528 8.959886823384268e-08 64947.5
corms 48528 8.959886823384268e-08 64947.5
frontiersman 48527 8.95970219004221e-08 64949.0
umbilicus 48525 8.959332923358094e-08 64950.5
dubiously 48525 8.959332923358094e-08 64950.5
realest 48517 8.957855856621631e-08 64952.0
battlement 48512 8.956932689911342e-08 64953.0
freebase 48511 8.956748056569284e-08 64954.0
contractures 48509 8.956378789885169e-08 64955.0
kassa 48506 8.955824889858995e-08 64956.0
atelectasis 48504 8.955455623174878e-08 64957.0
gamester 48502 8.955086356490763e-08 64958.0
rededication 48500 8.954717089806648e-08 64959.0
deliriously 48498 8.954347823122531e-08 64960.0
leafhopper 48493 8.953424656412243e-08 64961.0
byword 48491 8.953055389728126e-08 64962.0
osteomalacia 48490 8.952870756386069e-08 64963.0
sphalerite 48488 8.952501489701953e-08 64964.0
mumblings 48486 8.952132223017837e-08 64965.0
decelerated 48479 8.950839789623432e-08 64966.0
shuttering 48477 8.950470522939317e-08 64967.0
pontificating 48474 8.949916622913143e-08 64968.0
lacerating 48467 8.948624189518738e-08 64969.0
warded 48463 8.947885656150506e-08 64970.0
stygian 48462 8.947701022808449e-08 64971.0
cystectomy 48458 8.946962489440217e-08 64972.0
referable 48452 8.94585468938787e-08 64973.5
dunant 48452 8.94585468938787e-08 64973.5
serval 48441 8.943823722625233e-08 64975.0
